item_id,genre
boyle-gentlemen-address-privately,Fiction
kaye-smith-george-crown,Fiction
kaye-smith-george-crown,Roman anglais
chesterton-george-bernard-shaw,"Criticism, interpretation, etc."
lubbock-george-calderon-sketch,Biography
stephen-george-eliot,Biography
swinnerton-george-gissing-critical,Biography
thomas-george-sand,Biographies
thomas-george-sand,Biography
georgian-stories,Fiction
waugh-georgian-stories-1925,Fiction
bodenheim-georgie-may,Fiction
du-maurier-gerald-portrait,Biography
bennett-ghost,Fiction
bennett-ghost,Publishers' advertisements
bridge-ginger-griffin,Fiction
tagore-gitanjali,Translations
hammett-glass-key,Detective and mystery fiction
hammett-glass-key,Fiction
hammett-glass-key,Mystery fiction
eberhart-glass-slipper,Fiction
powys-glastonbury-romance,Fiction
bennett-glimpse-adventure-soul,Fiction
bojer-god-woman,Fiction
beresford-gods-counterpoint,Fiction
bergman-gods-orchid,Fiction
wharton-gods-arrive,Fiction
goethe-goethes-poems,Translations
white-gold,Fiction
white-gold,Western stories
hergesheimer-gold-iron,Fiction
williamson-gold-falcon-haggard,Fiction
gold-nugget,Periodicals
brinton-golden-age-medici,History
rawlings-golden-apples,Fiction
hume-golden-dancer,Fiction
scott-golden-door,Fiction
wallace-golden-hades,Fiction
yeats-brown-golden-horn,History
black-goldsmith,Biography
webb-gone-earth,Fiction
mitchell-gone-wind,Fiction
mitchell-gone-wind,Genres littéraires
mitchell-gone-wind,Historical fiction
mitchell-gone-wind,History
priestley-good-companions,Fiction
priestley-good-companions,Humorous fiction
priestley-good-companions,Humorous stories
bromfield-good-woman,Fiction
bromfield-good-woman,Powieść amerykańska
isherwood-goodbye-berlin,Fiction
oppenheim-governors,Fiction
komroff-grace-lambs,Fiction
cronin-grand-canary,Fiction
birmingham-grand-duchess,Fiction
baum-grand-hotel,Fiction
wescott-grandmothers-family-portrait,Fiction
kang-grass-roof,Biography
garnett-grasshoppers-come,Fiction
williams-great-american-novel,American fiction
williams-great-american-novel,Fiction
williams-great-american-novel,Handmade papers
williams-great-american-novel,Private press books (Publishing)
fitzgerald-great-gatsby,Fiction
melville-great-german-short,Translations
oneill-great-god-brown,Drama
bojer-great-hunger,Fiction
clark-great-short-novels,Fiction
sayers-great-short-stories,Fiction
hemingway-green-hills-africa,Biography
fletcher-green-ink-stories,Fiction
fletcher-green-ink-stories,Mystery and detective fiction
hudson-green-mansions-romance,Fiction
odonnell-green-margins,Fiction
odonnell-green-margins,Powieść amerykańska
buchan-greenmantle,Fiction
armstrong-groper,Fiction
hardy-group-noble-dames,Fiction
de-la-roche-growth-man,Romans (teksten)
perry-growth-civilization,History
kerr-growth-british-commonwealth,Biography
proust-guermantes-way,Fiction
wallace-gunner,Fiction
beresford-h-g-wells,Bibliography
beresford-h-g-wells,"Criticism, interpretation, etc."
brown-h-g-wells,Biography
west-h-g-wells,Biography
james-hail-hail,Fiction
baring-half-minutes-silence,Fiction
hardy-hand-ethelberta,Fiction
dreiser-hand-potter-tragedy,Drama
waugh-handful-dust,Fiction
byrne-hangmans-house,Fiction
dobson-happy-philistine,Fiction
poole-harbor,Fiction
dickens-hard-times,Classic fiction
dickens-hard-times,Fiction
newman-hard-boiled-virgin,Fiction
walpole-harmer-john-unworldly,"Criticism, interpretation, etc."
walpole-harmer-john-unworldly,English fiction
walpole-harmer-john-unworldly,Fiction
stevens-harmonium,Poems
hartman-harpers-magazine,Periodicals
mansion-harraps-standard-french,Dictionaries
west-harriet-hume-london,Fiction
horton-hart-crane-life,Biography
flecker-hassan,Drama
mcalmon-hasty-bunch,Fiction
cronin-hatters-castle,Fiction
sayers-carcase,Detective and mystery fiction
sayers-carcase,Detective and mystery stories
sayers-carcase,Fiction
sayers-carcase,Mystery and detective fiction
sayers-carcase,Mystery fiction
mottram-headless-hound,Fiction
mottram-headless-hound,Mystery and detective fiction
mottram-headless-hound,"Short stories, English"
peacock-headlong-hall,Fiction
peacock-headlong-hall,Novels
peacock-headlong-hall,Publishers' advertisements
wodehouse-heart-goof,Romans (teksten)
wilder-heavens-destination,Fiction
simonton-hells-playground,Fiction
moore-heloise-abelard,Fiction
de-la-mare-henry-brocken,Fiction
west-henry-james,Biography
hackett-henry-eighth,Biography
wilson-name-wallis-warfield,Biographies
wilson-name-wallis-warfield,Biography
fisher-sons-wife,Fiction
freeman-herman-melville,Biography
hertz-hidden-lincoln,Biography
machen-hieroglyphics,"Criticism, interpretation, etc."
oppenheim-hillman,Fiction
oppenheim-hillman,Mystery fiction
aldrich-hilltop-marne,Biography
aldrich-hilltop-marne,Personal narratives
andreyev-excellency-governor,Fiction
collier-monkey-wife,Fiction
nicoll-history-early-eighteenth,"Criticism, interpretation, etc."
gosse-history-eighteenth-century,"Criticism, interpretation, etc."
beers-history-english-romanticism,"Criticism, interpretation, etc."
wells-history-mr-polly,Fiction
nicoll-history-restoration-drama,Bibliography
nicoll-history-restoration-drama,"Criticism, interpretation, etc."
prescott-history-conquest-mexico,History
prescott-history-conquest-peru,History
gibbon-history-decline-fall,History
trotsky-history-russian-revolution,History
summers-history-witchcraft-demonology,History
frank-holiday,Fiction
frank-holiday,Political fiction
herbert-holy-deadlock,Fiction
hoult-holy-ireland,Fiction
orwell-homage-catalonia,History
orwell-homage-catalonia,Personal narratives
tagore-home-world,Fiction
tagore-home-world,Poemas en prosa
tagore-home-world,Translations
mottram-home-holidays,Fiction
kelley-home-james,Fiction
fisher-home-maker,Fiction
davis-honey-horn,Fiction
davis-honey-horn,Western stories
brittain-honourable-estate-novel,Fiction
brittain-honourable-estate-novel,History
day-lewis-hope-poetry,"Criticism, interpretation, etc."
day-lewis-hope-poetry,Poetry
ohara-hope-heaven-stories,Publishers' advertisements
horace-walpole,Biography
connolly-horizon-review-literature,Periodicals
ashton-hornets-nest,Fiction
doyle-hound-baskervilles,Fiction
sabatini-hounds-god,Fiction
sabatini-hounds-god,Historical fiction
jameson-house-divided,Fiction
webb-house-dormer-forest,Fiction
stead-house-nations,Fiction
waln-house-exile,History
wharton-house-mirth,Fiction
machen-house-souls,Fiction
mallarme-house-enemy,Fiction
hawthorne-house-seven-gables,Fiction
young-house-water,Fiction
powys-house-echo,Fiction
manning-household-sir-thomas,Fiction
llewellyn-green-valley,Fiction
forster-howards-end,Fiction
wharton-hudson-river-bracketed,Fiction
wharton-human-nature,Fiction
butler-humour-homer-essays,"Criticism, interpretation, etc."
hecht-humpty-dumpty,Fiction
sitwell-hundred-one-harlequins,Biography
hamsun-hunger,Fiction
buchan-huntingtower,Action and adventure fiction
buchan-huntingtower,Adventure fiction
buchan-huntingtower,Fiction
hine-hurcotts,Fiction
carnevali-hurried-man,Fiction
hypatia,Fiction
weidman-can-get-wholesale,Fiction
strong-change-worlds-remaking,Biography
miller-found-peace,Biography
miller-found-peace,Records and correspondence
bibesco-blame,Fiction
sitwell-live-black-sun,Fiction
graves-claudius,Fiction
graves-claudius,History
mackail-ian-felicity,Fiction
mackail-ian-felicity,General fiction
joyce-illustrated-history-ireland,History
bridge-illyrian-spring,Fiction
hurst-imitation-life,Fiction
venner-imperfect-impostor,Fiction
beresford-imperfect-mother,Fiction
bennett-imperial-palace,Manuscripts
saltus-imperial-purple,Fiction
beresford-imperturbable-duchess-stories,Fiction
wilde-importance-earnest-trivial,Toneelstukken (teksten)
hawkins-memory-murder,Fiction
hemingway-time-time,Fiction
jones-parenthesis,Fiction
sheean-search-history,Biography
williams-american-grain,History
smith-beginning-origin-civilization,History
sayers-teeth-evidence,Detective and mystery fiction
sayers-teeth-evidence,Fiction
sayers-teeth-evidence,Mystery fiction
firbank-inclinations,Fiction
firbank-inclinations,Publishers' advertisements
purohit-indian-monk-life,Biography
howells-indian-summer,Fiction
tynan-infatuation-peter,Fiction
saroyan-inhale-exhale,Fiction
bentley-inheritance,Fiction
stevenson-inland-voyage-travels,Biography
king-inner-shrine-novel,Fiction
read-innocent-eye,Biography
twain-innocents-abroad-new,Biography
reed-insanity-fair-european,History
gunther-inside-asia,Biography
crofts-inspector-french-cheyne,Detective and mystery stories
crofts-inspector-french-cheyne,Fiction
pound-instigations-ezra-pound,"Criticism, interpretation, etc."
cole-intelligent-mans-review,History
shaw-intelligent-womans-guide,Fiction
mirskij-intelligentsia-great-britain,"Criticism, interpretation, etc."
sinclair-intercessor-stories,Fiction
carpenter-intermediate-sex,Manuscripts
santayana-interpretations-poetry-religion,"Criticism, interpretation, etc."
sand-intimate-journal-george,Biography
engstrand-invaders,Fiction
van-der-meersch-invasion-14,Fiction
bury-invasion-europe-barbarians,History
wells-invisible-man,Fiction
lehmann-invitation-waltz,Bildungsromans
lehmann-invitation-waltz,Fiction
boyd-irelands-literary-renaissance,Literatura irlandzka
beck-irish-beauties,Fiction
beck-irish-beauties,Roman anglais
malone-irish-drama,"Criticism, interpretation, etc."
stephens-irish-fairy-tales,Fiction
graves-irish-literary-musical,"Criticism, interpretation, etc."
kaye-smith-iron-smoke,Fiction
more-isaac-newton-biography,Biography
stevenson-island-nights-entertainments,Fiction
lewisohn-israel,Guidebooks
lewis-cant-happen,Fiction
lewis-cant-happen,Science fiction
louis-bromfield-takes-kinds,Fiction
woolf-jacobs-room,Fiction
locke-jaffery,Fiction
de-la-roche-jalna,Fiction
golding-james-joyce,Biography
golding-james-joyce,"Criticism, interpretation, etc."
duff-james-joyce-plain,"Criticism, interpretation, etc."
gorman-james-joyce-first,Biography
gorman-james-joyce-first,Fiction
austen-leigh-jane-austen-life,Biography
bronte-jane-eyre,Fiction
arnim-jasmine-farm,Fiction
ja-unclear,Fiction
walpole-jeremy-hamlet,Fiction
zangwill-jinny-carrier,Fiction
benet-john-browns-body,Fiction
jessopp-john-donne-sometime,Biography
brooke-john-webster-elizabethan,Biography
hurston-jonahs-gourd-vine,Fiction
mann-joseph-egypt,Biographical fiction
mann-joseph-egypt,Fiction
mann-joseph-egypt,Religious fiction
barbellion-journal-disappointed-man,Biography
defoe-journal-plague-year,Fiction
defoe-journal-plague-year,History
auden-journey-war,History
auden-journey-war,Lask Poetry Collection
journeys-end,Fiction
walpole-joyful-delaneys-novel,Fiction
walpole-judith-paris,Fiction
sinclair-jungle,Fiction
webster-just-patty,Fiction
fletcher-kang-vase,Fiction
lawrence-kangaroo,Fiction
deland-kays,Fiction
spurgeon-keatss-shakespeare-descriptive,Biography
spurgeon-keatss-shakespeare-descriptive,"Criticism, interpretation, etc."
orwell-keep-aspidistra-flying,Fiction
macaulay-keeping-appearances,"Criticism, interpretation, etc."
van-dine-kennel-murder-case,Fiction
trollope-kept-dark,Fiction
woolf-kew-gardens,Fiction
van-dine-kidnap-murder-case,Fiction
stevenson-kidnapped,Fiction
kipling-kim,Fiction
sinclair-king-coal-novel,Fiction
masefield-king-cole,Poetry
dunsany-king-elflands-daughter,Fiction
wells-king-king,Fiction
deeping-kitty,Fiction
coe-knockout,Fiction
snell-kontrol,Fiction
istrati-kyra-kyralina,Fiction
barnes-ladies-almanack-showing,Fiction
barnes-ladies-almanack-showing,Humor
barnes-ladies-almanack-showing,Relief prints
barnes-ladies-almanack-showing,Romans à clef
barnes-ladies-almanack-showing,Satires
barnes-ladies-almanack-showing,Satirical literature
kennedy-ladies-lyndon,Fiction
lawrence-lady-chatterleys-lover,Fiction
garnett-lady-fox,Fiction
garnett-lady-fox,Historical fiction
murasaki-shikibu-lady-boat,Fiction
murasaki-shikibu-lady-boat,Translations
chekhov-lady-dog,Fiction
chekhov-lady-dog,Translations
lawrence-ladybird,Fiction
kennard-lafcadio-hearn,Biography
kennard-lafcadio-hearn,Records and correspondence
miller-lamb-bosom,Biography
miller-lamb-bosom,Fiction
mottram-lame-dog,Fiction
boleslavski-lances-fires-moscow,Fiction
kipling-land-sea-tales,Fiction
kipling-land-sea-tales,Juvenile works
kipling-land-sea-tales,Kinderverhalen (teksten)
strachey-landmarks-french-literature,"Criticism, interpretation, etc."
bell-landmarks-nineteenth-century,Biography
lenotre-last-days-marie,Biography
kendrick-last-express,Fiction
james-last-valerii-master,Fiction
bojer-last-vikings,Fiction
ford-last-post,Fiction
marquand-late-george-apley,Fiction
davies-later-days,Biography
la-farge-laughing-boy,Fiction
la-farge-laughing-boy,Western stories
wodehouse-laughing-gas,Fiction
beck-laughing-queen,Fiction
hamnett-laughing-torso,Biography
hergesheimer-lay-anthony-romance,Fiction
oneill-lazarus-laughed,Drama
green-leavenworth-case,Fiction
green-leavenworth-case,Mystery fiction
coleridge-lectures-notes-shakespeare,"Criticism, interpretation, etc."
hazlitt-lectures-dramatic-literature,"Criticism, interpretation, etc."
rickword-left-review,Periodicals
james-lesson-master,Fiction
seeger-letters-diary-alan,Biography
seeger-letters-diary-alan,Personal narratives
st-john-de-crevecoeur-letters-american-farmer,Early works
disraeli-letters-benjamin-disraeli,Biography
irwin-letters-japanese-schoolboy,Fiction
abelard-letters-abelard-heloise,Records and correspondence
chekhov-letters-anton-pavlovitch,Biography
chekhov-letters-anton-pavlovitch,Records and correspondence
blavatsky-letters-h-p,Records and correspondence
adams-letters-henry-adams,Biography
austen-letters-jane-austen,Records and correspondence
twain-letters-mark-twain,Government publication
twain-letters-mark-twain,National government publication
lawrence-letters-e-lawrence,Biography
morand-lewis-irene,Fiction
moore-lewis-seymour-women,Printed books
moore-lewis-seymour-women,Specimens
thompson-life,Revistes
williams-life-along-passaic,Fiction
paltock-life-adventures-peter,Fiction
paul-elliot-life-death-spanish,History
bianchi-life-letters-emily,Broadsides
carroll-life-letters-lewis,Biography
hendrick-life-letters-walter,Biography
cross-life-times-laurence,Biography
coulton-life-middle-ages,Sources
cellini-life-benvenuto-cellini,Biography
forster-life-charles-dickens,Biography
farrar-life-christ,Biography
murry-life-jesus,Biography
mantz-life-katherine-mansfield,Biography
brooke-life-marlowe,Drama
cronwright-schreiner-life-olive-schreiner,Biography
sherard-life-oscar-wilde,Biography
wright-life-walter-pater,Biography
gilchrist-life-william-blake,Biography
adams-life-william-shakespeare,Biography
lee-life-william-shakespeare,Biography
ofaolain-life-story-eamon,History
sherard-life-work-evil,Biography
hewlett-light-heart,Fiction
faulkner-light-august,Fiction
duffus-lillian-wald-neighborhood,Biography
huxley-limbo,Fiction
masters-lincoln-man,Biography
lewis-lion-fox,"Criticism, interpretation, etc."
isherwood-lions-shadows-education,Fiction
lambert-listener,Fiction
arnold-literature-dogma,"Criticism, interpretation, etc."
mackenzie-literature-time,"Criticism, interpretation, etc."
rittenhouse-little-book-modern,Historical fiction
hudson-little-boy-lost,Fiction
hudson-little-boy-lost,Juvenile works
ford-little-less-gods,Fiction
burnett-little-lord-fauntleroy,Fiction
huxley-little-mexican-stories,Fiction
barrie-little-minister,Fiction
stern-little-red-horses,Fiction
norris-little-ships,Fiction
alcott-little-women,Fiction
living-age,Periodicals
leon-livingstones-novel-contemporary,Fiction
maugham-liza-lambeth,Fiction
warner-lolly-willowes,Fiction
machen-london-adventure-essay,Publishers' advertisements
sidgwick-london-mixture,Novelas románticas
doner-lonely-heart-love,Fiction
doner-lonely-heart-love,Love stories
holme-lonely-plough,Fiction
steinbeck-long-valley,Fiction
roosevelt-looking-forward,Biography
wodehouse-lord-emsworth-others,Fiction
conrad-lord-jim,Fiction
meredith-lord-ormont-aminta,Fiction
sayers-lord-peter-views,Fiction
bennett-lord-raingo,Fiction
blackmore-lorna-doone,Fiction
rinehart-lost-ecstasy-novel,Romans (teksten)
hilton-lost-horizon,Fiction
sisson-lost-plays-shakespeares,"Criticism, interpretation, etc."
jackson-lost-weekend,Fiction
jackson-lost-weekend,Fictional Work
jackson-lost-weekend,Psychological fiction
wodehouse-louder-funnier,Fiction
dickson-lovat-dicksons-magazine,Periodicals
wodehouse-love-among-chickens,Fiction
wells-love-mr-lewisham,Fiction
chekhov-love-stories,Translations
crosfield-love-ancient-days,Fiction
crosfield-love-ancient-days,History
bennett-love-match-play,Fiction
dell-love-without-money,Fiction
carpenter-loves-coming-age,Early works
carpenter-loves-coming-age,Essays
lawrence-lovely-lady,English fiction
lawrence-lovely-lady,Fiction
mirrlees-lud-mist,Fiction
hurst-lummox,Fiction
clouston-lunatic-large-novel,Fiction
pound-lustra,Translations
grierson-lyrical-poetry-blake,"Criticism, interpretation, etc."
butts-macedonian,Fiction
irwin-madame-fears-dark,Fiction
fisher-made-order-stories,Fiction
strachey-madonna-barricades-memoirs,Fiction
gandhi-mahatma-gandhi-story,Biography
sidgwick-maid-minx,Fiction
sidgwick-maid-minx,Roman anglais
galsworthy-maid-waiting,Fiction
galsworthy-maid-waiting,Roman anglais
brandes-main-currents-nineteenth,"Criticism, interpretation, etc."
masefield-mainsail-haul,Fiction
mackail-majestic-mystery,Fiction
birmingham-majors-candlesticks,Fiction
pound-make-new,"Criticism, interpretation, etc."
hammett-maltese-falcon,Fiction
hammett-maltese-falcon,Mystery fiction
heyward-mambas-daughters,Fiction
ford-man-stand,Book
ford-man-stand,Fiction
sanders-man-michigan-western,Fiction
sanders-man-michigan-western,Love stories
sanders-man-michigan-western,Western fiction
sanders-man-michigan-western,Western stories
bennett-man-north,Fiction
thurston-man-black-hat,Fiction
galsworthy-man-property-forsyte,Fiction
crawford-man-overboard,Fiction
harris-man-shakespeare-tragic,Biography
lewis-man-knew-coolidge,Fiction
lewis-man-knew-coolidge,Humorous fiction
sitwell-man-lost,Fiction
chesterton-man-thursday,Fiction
train-manhattan-murder,Fiction
train-manhattan-murder,Mystery fiction
austen-mansfield-park,Fiction
lewis-mantrap,Fiction
jesse-many-latitudes,Fiction
anderson-many-marriages,Fiction
adams-march-democracy-history,History
campbell-marching-minstrel,Fiction
goldring-margots-progress,Fiction
twain-mark-twains-autobiography,Biography
fletcher-markenmore-mystery,Fiction
fletcher-markenmore-mystery,Mystery fiction
boas-marlowe-circle,Biography
boas-marlowe-circle,History
moore-marriage,Poetry
rinehart-married-people,Domestic fiction
rinehart-married-people,Fiction
wilson-martin-schuler,Fiction
oflaherty-martyr,Fiction
stephens-mary-mary,Fiction
tagore-mashi-stories,Fiction
tagore-mashi-stories,Verhalen (teksten)
tagore-mashi-stories,Vertalingen (vorm)
williams-masks-midnight,Fiction
de-la-roche-master-jalna,Fiction
hall-master-house,Fiction
hall-master-house,Novels
verga-mastro-don-gesualdo,Fiction
verga-mastro-don-gesualdo,Italian fiction
thurlow-mating-cry,Fiction
james-maud-evelyn-special,Fiction
norris-mcteague,Fiction
norris-mcteague,Western stories
huneker-melomaniacs,Fiction
magee-memoir-e-george,Biography
sassoon-memoirs-fox-hunting,Personal narratives
rodker-memoirs-fronts,Fiction
rodker-memoirs-fronts,Maps
tilly-memoirs-comte-alexandre,Biography
biron-memoirs-duc-lauzun,History
memorial,Fiction
stevenson-memories-portraits,Biography
memories-love,Fiction
breuer-memory-love,Fiction
breuer-memory-love,Pulp fiction
breuer-memory-love,"Pulp literature, American"
breuer-memory-love,Romance fiction
de-kruif-men-death,Biography
de-kruif-men-death,History
hanley-men-darkness-five,Fiction
hanley-men-darkness-five,Short stories
latzko-men-war,Fiction
wells-men-like-gods,Fiction
lewis-men-without-art,"Criticism, interpretation, etc."
cannan-mendel-story-youth,Fiction
zweig-mental-healers-franz,Biography
repplier-mere-marie-ursulines,Biographie (Descripteur de forme)
strahan-meriwether-mystery,Detective and mystery fiction
strahan-meriwether-mystery,Fiction
beals-merry-heart,Fiction
beals-merry-heart,Love stories
kafka-metamorphosis,Fiction
kafka-metamorphosis,Novellas
kafka-metamorphosis,Science fiction
ofaolain-midsummer-night-madness,Fiction
abrams-milk-paradise-effect,Biography
tillyard-milton,Biography
tillyard-milton,"Criticism, interpretation, etc."
mccurdy-mind-leonardo-da,Biography
duff-mind-products-limited,Plays
dixelius-ministers-daughter,Fiction
white-miriams-schooling-papers,Fiction
conrad-mirror-sea,Fiction
bryant-mirrors-moscow,Biography
bryant-mirrors-moscow,History
miscellany,"Criticism, interpretation, etc."
peacock-misfortunes-elphin,Fiction
peacock-misfortunes-elphin,Novels
west-miss-lonelyhearts,Fiction
masters-mitch-miller,Fiction
masters-mitch-miller,Powieść amerykańska
galsworthy-mob,Specimens
melville-moby-dick-whale,Fiction
obrien-modern-american-short,Fiction
modern-england-ii,History
louis-bromfield-modern-hero,Fiction
howells-modern-instance,Fiction
wilenski-modern-movement-art,History
lewisohn-modern-novel,"Criticism, interpretation, etc."
cournos-modern-plutarch,Biographies
cournos-modern-plutarch,Biography
dobree-modern-prose-style,"Criticism, interpretation, etc."
bentley-modern-tragedy,Fiction
defoe-moll-flanders,Fiction
beresford-monkey-puzzle,Fiction
stern-monogram,Biography
stern-monogram,Records and correspondence
dane-moon-feminine,Fiction
crowley-moonchild,Fiction
allen-merry-go-round,Biography
allen-merry-go-round,Trivia and miscellanea
housman-poems,Poetry
beckett-pricks-kicks,Fiction
hunt-tales-uneasy,Fiction
walling-one-serpent,Fiction
runyon-somewhat,Fiction
jones-morning-cloud,Fiction
huxley-mortal-coils,Fiction
bottome-mortal-storm,Fiction
presland-mosaic,Fiction
manning-mount-venus,Fiction
hergesheimer-mountain-blood-novel,Fiction
sinclair-mountain-city,Fiction
sinclair-mountain-city,Powieść amerykańska
seldes-movies-millions-account,History
woolf-mr-bennett-mrs,"Criticism, interpretation, etc."
wells-mr-blettsworthy-rampole,Biography
wells-mr-britling-sees,Fiction
wells-mr-britling-sees,General fiction
bailey-mr-fortune,Fiction
bailey-mr-fortune,Mystery fiction
warner-mr-fortunes-maggot,Fiction
warner-mr-fortunes-maggot,General fiction
marryat-mr-midshipman-easy,Fiction
isherwood-mr-norris-changes,Fiction
isherwood-mr-norris-changes,History
walpole-mr-perrin-mr,English fiction
powys-mr-taskers-gods,Fiction
williams-mr-treadgold-cuts,Fiction
williams-mr-treadgold-cuts,Mystery and detective fiction
sinclair-mr-waddington-wyck,Fiction
powys-mr-westons-good,Fiction
woolf-mrs-dalloway,Domestic fiction
woolf-mrs-dalloway,Fiction
woolf-mrs-dalloway,Psychological fiction
hurston-mules-men,Folklore
cannan-mummery-tale-three,Fiction
corkery-munster-twilight,Fiction
oppenheim-murder-monte-carlo,Fiction
fletcher-murder-wrides-park,Fiction
fletcher-murder-four-degrees,Fiction
christie-murder-mesopotamia,Fiction
christie-murder-mesopotamia,Mystery fiction
bottome-murder-bud,Fiction
eliot-murder-cathedral,Christian drama
eliot-murder-cathedral,Drama
eliot-murder-cathedral,Historical drama
eliot-murder-cathedral,Lask Poetry Collection
christie-murder-mews,Detective and mystery fiction
christie-murder-mews,Fiction
christie-murder-mews,Mystery fiction
sayers-murder-must-advertise,Fiction
dean-murder-convenience,Fiction
dean-murder-convenience,Mystery fiction
christie-murder-roger-ackroyd,Fiction
vail-murder-murder,Fiction
vail-murder-murder,Mystery fiction
draper-music-midnight,Records and correspondence
rosenfeld-musical-portraits,Biografier
rosenfeld-musical-portraits,Biography
garratt-mussolinis-roman-empire,Dust jackets
garratt-mussolinis-roman-empire,Exhibition catalogues
garratt-mussolinis-roman-empire,Wrappers (book covers)
donnelly-mustard-seed-pungent,Periodicals
gibbons-american-romance,Fiction
cather-antonia,Fiction
bennett-arnold-bennett,Biography
joyce-brothers-keeper-james,Biography
blunt-diaries,Biography
beasley-first-thirty-years,Private press books (Publishing)
funniest-story-anthology,Fiction
david-neel-journey-lhasa,Travel literature
duncan-life,Autobiographies
duncan-life,Biography
campbell-life-letters,Biography
wodehouse-man-jeeves,Electronic books
wodehouse-man-jeeves,Fiction
wodehouse-man-jeeves,Humorous fiction
tagore-reminiscences,Biography
benchley-ten-years-quandary,Biography
lewinsohn-mystery-man-europe,Biography
farjeon-mystery-dead-mans,Fiction
christie-mystery-blue-train,Fiction
leroux-mystery-yellow-room,Detective and mystery fiction
leroux-mystery-yellow-room,"Detective and mystery stories, French"
leroux-mystery-yellow-room,Fiction
housman-name-nature-poetry,"Criticism, interpretation, etc."
ludwig-napoleon,Biography
chesterton-napoleon-notting-hill,Fiction
maugham-narrow-corner,Fiction
henderson-nation-athenaeum,Periodicals
bagnold-national-velvet,Fiction
wright-native,Fiction
woodthorpe-necessary-corpse,Fiction
woodson-negro-history,History
connington-nemesis-raynham-parva,Fiction
woodward-new-american-history,History
leavis-new-bearings-english,"Criticism, interpretation, etc."
carlyle-new-letters-memorials,Records and correspondence
wells-new-machiavelli,Fiction
locke-new-negro,"Criticism, interpretation, etc."
locke-new-negro,Literary collections
roberts-new-signatures-poems,New signatures
roberts-new-signatures-poems,Poetry
ellis-new-spirit,Biography
ellis-new-spirit,"Criticism, interpretation, etc."
grigson-new-verse,Periodicals
komroff-new-york-tempest,Biographical fiction
komroff-new-york-tempest,Fiction
komroff-new-york-tempest,Mystery fiction
ross-new-yorker,Current magazines
dickens-nicholas-nickleby,Armorial bindings
dickens-nicholas-nickleby,Bildungsromans
dickens-nicholas-nickleby,Calf bindings
dickens-nicholas-nickleby,Edition bindings
dickens-nicholas-nickleby,Fiction
dickens-nicholas-nickleby,Gilt edges (gathered matter components
dickens-nicholas-nickleby,Goatskin bindings
dickens-nicholas-nickleby,Gold-tooled bindings (gathered matter components
dickens-nicholas-nickleby,Novels
dickens-nicholas-nickleby,Octavo
dickens-nicholas-nickleby,Picaresque literature
dickens-nicholas-nickleby,Presentation inscriptions
dickens-nicholas-nickleby,Spine (book) panelled bindings
dickens-nicholas-nickleby,Steel-engraved (printing process) frontispieces (illustrations)
dickens-nicholas-nickleby,Steel-engravings
van-vechten-nigger-heaven,Romans (teksten)
conrad-nigger-narcissus,Fiction
woolf-night-day,Domestic fiction
woolf-night-day,Fiction
woolf-night-day,Love stories
brandon-nighthawks,Fiction
brandon-nighthawks,Romance fiction
brandon-nighthawks,Thrillers (Fiction)
burke-nights-town,Fiction
barnes-nightwood,Advance copies (Publishing)
barnes-nightwood,Fiction
yeats-nine-one-act,Drama
yeats-nine-one-act,Fairy plays
sayers-nine-tailors,Fiction
coppard-ninepenny-flute,Fiction
maccarthy-nineteenth-century-childhood,Biography
lehmann-music,English drama
beith-second-spring,Fiction
austin-26-jayne-street,Fiction
irwin-none-pretty,Fiction
roberts-northwest-passage,Fiction
roberts-northwest-passage,Historical fiction
roberts-northwest-passage,History
roberts-northwest-passage,War stories
larsen-norways-best-stories,Fiction
larsen-norways-best-stories,Translations
lawrence-wind,Biography
lawrence-wind,Records and correspondence
weigall-impossible,Fiction
skinner-stars,Fiction
berkeley-taken,Fiction
conrad-notes-life-letters,Biography
conrad-notes-life-letters,Records and correspondence
hugo-dame-paris,Fiction
fox-novel-people,"Criticism, interpretation, etc."
behn-novels-mrs-aphra,Fiction
masters-nuptial-flight,Fiction
sharp-nutmeg-tree,Fiction
wassermann-oberlins-three-stages,Fiction
goncharov-oblomov,Fiction
cather-obscure-destinies,Dummies (Publishing)
cather-obscure-destinies,Fiction
homer-odyssey,Greek poetry
maugham-human-bondage,Genres littéraires
steinbeck-mice-men,Fiction
hobart-oil-lamps-china,Didactic fiction
hobart-oil-lamps-china,Fiction
hobart-oil-lamps-china,Political fiction
sassoon-old-century-seven,Autobiographies
sassoon-old-century-seven,Biography
sassoon-old-century-seven,Cloth bindings (gathered matter components
sassoon-old-century-seven,Dust jackets
sassoon-old-century-seven,Wood engravings
dickens-old-curiosity-shop,Fiction
dickens-old-curiosity-shop,Novels
priestley-old-dark-house,Fiction
priestley-old-dark-house,Horror fiction
phillpotts-old-delabole,Fiction
archer-old-drama-new,"Criticism, interpretation, etc."
worner-old-lancaster-tales,History
jackson-old-paris-court,Biography
jackson-old-paris-court,Pictorial works
mckenna-oldest-god,Romans (teksten)
carlyle-oliver-cromwells-letters,History
dickens-oliver-twist,Bildungsromans
dickens-oliver-twist,Fiction
dickens-oliver-twist,World literature
melville-omoo,Fiction
maugham-chinese-screen,Biography
whipple-approval,Fiction
france-life-letters,"Criticism, interpretation, etc."
jordan-smith-strange-altars-book,"Criticism, interpretation, etc."
